# cnpg bridge tuning verification v1, rate=96000, gate=+/-2.000 cents over MIDI 21-96 inside the provisional Normal range (ADR 0007 D7: coupling <= 0.35, resonance <= 330 Hz, damping 0.15-1.00)
coupling,resonanceHz,damping,midiNote,targetHz,centsError,compensationSamples,converged,normalRange
0.200,20.0,0.150,21,27.5000,0.002318,-4.237541,1,1
0.200,20.0,0.150,33,55.0000,0.000016,-0.687595,1,1
0.200,20.0,0.150,40,82.4069,0.000201,-0.285179,1,1
0.200,20.0,0.150,45,110.0000,-0.000009,-0.156209,1,1
0.200,20.0,0.150,52,164.8138,0.000098,-0.068412,1,1
0.200,20.0,0.150,57,220.0000,-0.000009,-0.038168,1,1
0.200,20.0,0.150,64,329.6276,-0.000002,-0.016930,1,1
0.200,20.0,0.150,69,440.0000,-0.000009,-0.009488,1,1
0.200,20.0,0.150,76,659.2551,0.000013,-0.004221,1,1
0.200,20.0,0.150,81,880.0000,-0.000009,-0.002368,1,1
0.200,20.0,0.150,88,1318.5102,0.000046,-0.001054,1,1
0.200,20.0,0.150,93,1760.0000,-0.000007,-0.000591,1,1
0.200,20.0,0.150,96,2093.0045,0.000101,-0.000418,1,1
0.200,20.0,0.500,21,27.5000,0.016185,-5.070474,1,1
0.200,20.0,0.500,33,55.0000,0.000878,-1.980436,1,1
0.200,20.0,0.500,40,82.4069,0.000341,-0.896653,1,1
0.200,20.0,0.500,45,110.0000,0.000034,-0.504514,1,1
0.200,20.0,0.500,52,164.8138,0.000106,-0.224939,1,1
0.200,20.0,0.500,57,220.0000,-0.000007,-0.126261,1,1
0.200,20.0,0.500,64,329.6276,-0.000002,-0.056245,1,1
0.200,20.0,0.500,69,440.0000,-0.000009,-0.031566,1,1
0.200,20.0,0.500,76,659.2551,0.000014,-0.014060,1,1
0.200,20.0,0.500,81,880.0000,-0.000009,-0.007890,1,1
0.200,20.0,0.500,88,1318.5102,0.000046,-0.003513,1,1
0.200,20.0,0.500,93,1760.0000,-0.000007,-0.001971,1,1
0.200,20.0,0.500,96,2093.0045,0.000103,-0.001393,1,1
0.200,20.0,1.000,21,27.5000,0.008438,-3.257371,1,1
0.200,20.0,1.000,33,55.0000,0.004570,-2.735227,1,1
0.200,20.0,1.000,40,82.4069,0.001572,-1.510692,1,1
0.200,20.0,1.000,45,110.0000,0.000494,-0.915261,1,1
0.200,20.0,1.000,52,164.8138,0.000209,-0.430576,1,1
0.200,20.0,1.000,57,220.0000,0.000028,-0.246363,1,1
0.200,20.0,1.000,64,329.6276,0.000006,-0.111256,1,1
0.200,20.0,1.000,69,440.0000,-0.000007,-0.062742,1,1
0.200,20.0,1.000,76,659.2551,0.000014,-0.028042,1,1
0.200,20.0,1.000,81,880.0000,-0.000009,-0.015755,1,1
0.200,20.0,1.000,88,1318.5102,0.000046,-0.007022,1,1
0.200,20.0,1.000,93,1760.0000,-0.000008,-0.003940,1,1
0.200,20.0,1.000,96,2093.0045,0.000102,-0.002785,1,1
0.200,20.0,4.000,21,27.5000,0.000211,-0.893915,1,0
0.200,20.0,4.000,33,55.0000,0.003114,-1.522023,1,0
0.200,20.0,4.000,40,82.4069,0.005090,-1.455517,1,0
0.200,20.0,4.000,45,110.0000,0.005526,-1.280792,1,0
0.200,20.0,4.000,52,164.8138,0.004510,-0.926952,1,0
0.200,20.0,4.000,57,220.0000,0.002827,-0.662379,1,0
0.200,20.0,4.000,64,329.6276,0.001062,-0.364998,1,0
0.200,20.0,4.000,69,440.0000,0.000421,-0.223391,1,0
0.200,20.0,4.000,76,659.2551,0.000120,-0.106310,1,0
0.200,20.0,4.000,81,880.0000,0.000027,-0.061129,1,0
0.200,20.0,4.000,88,1318.5102,0.000053,-0.027705,1,0
0.200,20.0,4.000,93,1760.0000,-0.000005,-0.015640,1,0
0.200,20.0,4.000,96,2093.0045,0.000101,-0.011080,1,0
0.200,110.0,0.050,21,27.5000,-0.000529,0.296106,1,0
0.200,110.0,0.050,33,55.0000,0.000011,0.368756,1,0
0.200,110.0,0.050,40,82.4069,0.000100,0.615191,1,0
0.200,110.0,0.050,45,110.0000,0.000767,0.000000,1,0
0.200,110.0,0.050,52,164.8138,0.000116,-0.219955,1,0
0.200,110.0,0.050,57,220.0000,-0.000008,-0.092188,1,0
0.200,110.0,0.050,64,329.6276,-0.000002,-0.034763,1,0
0.200,110.0,0.050,69,440.0000,-0.000009,-0.018505,1,0
0.200,110.0,0.050,76,659.2551,0.000013,-0.007952,1,0
0.200,110.0,0.050,81,880.0000,-0.000009,-0.004408,1,0
0.200,110.0,0.050,88,1318.5102,0.000046,-0.001946,1,0
0.200,110.0,0.050,93,1760.0000,-0.000008,-0.001088,1,0
0.200,110.0,0.050,96,2093.0045,0.000101,-0.000768,1,0
0.200,110.0,0.150,21,27.5000,-0.000533,0.883295,1,1
0.200,110.0,0.150,33,55.0000,-0.000068,1.068446,1,1
0.200,110.0,0.150,40,82.4069,-0.004076,1.504616,1,1
0.200,110.0,0.150,45,110.0000,0.000621,-0.000000,1,1
0.200,110.0,0.150,52,164.8138,0.001167,-0.592220,1,1
0.200,110.0,0.150,57,220.0000,0.000075,-0.267108,1,1
0.200,110.0,0.150,64,329.6276,0.000005,-0.103126,1,1
0.200,110.0,0.150,69,440.0000,-0.000008,-0.055202,1,1
0.200,110.0,0.150,76,659.2551,0.000014,-0.023800,1,1
0.200,110.0,0.150,81,880.0000,-0.000009,-0.013206,1,1
0.200,110.0,0.150,88,1318.5102,0.000046,-0.005834,1,1
0.200,110.0,0.150,93,1760.0000,-0.000008,-0.003263,1,1
0.200,110.0,0.150,96,2093.0045,0.000102,-0.002304,1,1
0.200,110.0,0.500,21,27.5000,-0.000700,2.766435,1,1
0.200,110.0,0.500,33,55.0000,-0.003824,2.564287,1,1
0.200,110.0,0.500,40,82.4069,-0.017752,1.617188,1,1
0.200,110.0,0.500,45,110.0000,0.000240,-0.000000,1,1
0.200,110.0,0.500,52,164.8138,0.013171,-0.911381,1,1
0.200,110.0,0.500,57,220.0000,0.003817,-0.641068,1,1
0.200,110.0,0.500,64,329.6276,0.000592,-0.305094,1,1
0.200,110.0,0.500,69,440.0000,0.000156,-0.172892,1,1
0.200,110.0,0.500,76,659.2551,0.000044,-0.077267,1,1
0.200,110.0,0.500,81,880.0000,0.000001,-0.043383,1,1
0.200,110.0,0.500,88,1318.5102,0.000048,-0.019322,1,1
0.200,110.0,0.500,93,1760.0000,-0.000007,-0.010839,1,1
0.200,110.0,0.500,96,2093.0045,0.000102,-0.007661,1,1
0.200,110.0,1.000,21,27.5000,-0.002055,4.613926,1,1
0.200,110.0,1.000,33,55.0000,-0.008664,2.666951,1,1
0.200,110.0,1.000,40,82.4069,-0.008298,1.000227,1,1
0.200,110.0,1.000,45,110.0000,0.000149,-0.000000,1,1
0.200,110.0,1.000,52,164.8138,0.009998,-0.656941,1,1
0.200,110.0,1.000,57,220.0000,0.008619,-0.666741,1,1
0.200,110.0,1.000,64,329.6276,0.003672,-0.445151,1,1
0.200,110.0,1.000,69,440.0000,0.001512,-0.288359,1,1
0.200,110.0,1.000,76,659.2551,0.000392,-0.142320,1,1
0.200,110.0,1.000,81,880.0000,0.000119,-0.082826,1,1
0.200,110.0,1.000,88,1318.5102,0.000071,-0.037850,1,1
0.200,110.0,1.000,93,1760.0000,0.000001,-0.021427,1,1
0.200,110.0,1.000,96,2093.0045,0.000105,-0.015196,1,1
0.200,110.0,4.000,21,27.5000,-0.005336,4.270668,1,0
0.200,110.0,4.000,33,55.0000,-0.001886,1.006459,1,0
0.200,110.0,4.000,40,82.4069,-0.000509,0.270058,1,0
0.200,110.0,4.000,45,110.0000,0.000063,0.000000,1,0
0.200,110.0,4.000,52,164.8138,0.001074,-0.190532,1,0
0.200,110.0,4.000,57,220.0000,0.001821,-0.251619,1,0
0.200,110.0,4.000,64,329.6276,0.003363,-0.277829,1,0
0.200,110.0,4.000,69,440.0000,0.004977,-0.266928,1,0
0.200,110.0,4.000,76,659.2551,0.006166,-0.220599,1,0
0.200,110.0,4.000,81,880.0000,0.005927,-0.173606,1,0
0.200,110.0,4.000,88,1318.5102,0.002792,-0.107272,1,0
0.200,110.0,4.000,93,1760.0000,0.001153,-0.069566,1,0
0.200,110.0,4.000,96,2093.0045,0.000804,-0.052207,1,0
0.200,180.0,0.050,21,27.5000,-0.000538,0.173778,1,0
0.200,180.0,0.050,33,55.0000,0.000012,0.187033,1,0
0.200,180.0,0.050,40,82.4069,0.000198,0.214062,1,0
0.200,180.0,0.050,45,110.0000,-0.000016,0.268398,1,0
0.200,180.0,0.050,52,164.8138,-0.017526,0.795174,1,0
0.200,180.0,0.050,57,220.0000,0.000547,-0.323923,1,0
0.200,180.0,0.050,64,329.6276,0.000000,-0.071695,1,0
0.200,180.0,0.050,69,440.0000,-0.000009,-0.034037,1,0
0.200,180.0,0.050,76,659.2551,0.000013,-0.013661,1,0
0.200,180.0,0.050,81,880.0000,-0.000009,-0.007407,1,0
0.200,180.0,0.050,88,1318.5102,0.000046,-0.003221,1,0
0.200,180.0,0.050,93,1760.0000,-0.000007,-0.001792,1,0
0.200,180.0,0.050,96,2093.0045,0.000102,-0.001263,1,0
0.200,180.0,0.150,21,27.5000,-0.000536,0.520315,1,1
0.200,180.0,0.150,33,55.0000,0.000009,0.556051,1,1
0.200,180.0,0.150,40,82.4069,0.000153,0.625454,1,1
0.200,180.0,0.150,45,110.0000,-0.000452,0.748746,1,1
0.200,180.0,0.150,52,164.8138,-0.058676,0.810400,1,1
0.200,180.0,0.150,57,220.0000,0.014354,-0.664808,1,1
0.200,180.0,0.150,64,329.6276,0.000164,-0.205205,1,1
0.200,180.0,0.150,69,440.0000,0.000013,-0.100180,1,1
0.200,180.0,0.150,76,659.2551,0.000016,-0.040700,1,1
0.200,180.0,0.150,81,880.0000,-0.000008,-0.022142,1,1
0.200,180.0,0.150,88,1318.5102,0.000046,-0.009649,1,1
0.200,180.0,0.150,93,1760.0000,-0.000008,-0.005372,1,1
0.200,180.0,0.150,96,2093.0045,0.000102,-0.003786,1,1
0.200,180.0,0.500,21,27.5000,-0.000556,1.696686,1,1
0.200,180.0,0.500,33,55.0000,-0.000382,1.681466,1,1
0.200,180.0,0.500,40,82.4069,-0.002354,1.608255,1,1
0.200,180.0,0.500,45,110.0000,-0.009432,1.388578,1,1
0.200,180.0,0.500,52,164.8138,-0.011568,0.317410,1,1
0.200,180.0,0.500,57,220.0000,0.018514,-0.482492,1,1
0.200,180.0,0.500,64,329.6276,0.005767,-0.449299,1,1
0.200,180.0,0.500,69,440.0000,0.001491,-0.274852,1,1
0.200,180.0,0.500,76,659.2551,0.000260,-0.125784,1,1
0.200,180.0,0.500,81,880.0000,0.000062,-0.070880,1,1
0.200,180.0,0.500,88,1318.5102,0.000058,-0.031609,1,1
0.200,180.0,0.500,93,1760.0000,-0.000003,-0.017736,1,1
0.200,180.0,0.500,96,2093.0045,0.000104,-0.012536,1,1
0.200,180.0,1.000,21,27.5000,-0.000803,3.166474,1,1
0.200,180.0,1.000,33,55.0000,-0.002833,2.575023,1,1
0.200,180.0,1.000,40,82.4069,-0.007409,1.834254,1,1
0.200,180.0,1.000,45,110.0000,-0.010107,1.127791,1,1
0.200,180.0,1.000,52,164.8138,-0.002993,0.162386,1,1
0.200,180.0,1.000,57,220.0000,0.006394,-0.269632,1,1
0.200,180.0,1.000,64,329.6276,0.009426,-0.421642,1,1
0.200,180.0,1.000,69,440.0000,0.006010,-0.347199,1,1
0.200,180.0,1.000,76,659.2551,0.002058,-0.202854,1,1
0.200,180.0,1.000,81,880.0000,0.000768,-0.125374,1,1
0.200,180.0,1.000,88,1318.5102,0.000212,-0.059815,1,1
0.200,180.0,1.000,93,1760.0000,0.000055,-0.034383,1,1
0.200,180.0,1.000,96,2093.0045,0.000130,-0.024525,1,1
0.200,180.0,4.000,21,27.5000,-0.005877,5.419251,1,0
0.200,180.0,4.000,33,55.0000,-0.003984,1.811639,1,0
0.200,180.0,4.000,40,82.4069,-0.002038,0.764718,1,0
0.200,180.0,4.000,45,110.0000,-0.001145,0.350302,1,0
0.200,180.0,4.000,52,164.8138,-0.000090,0.040893,1,0
0.200,180.0,4.000,57,220.0000,0.000429,-0.069981,1,0
0.200,180.0,4.000,64,329.6276,0.001410,-0.145202,1,0
0.200,180.0,4.000,69,440.0000,0.002571,-0.165977,1,0
0.200,180.0,4.000,76,659.2551,0.004774,-0.166529,1,0
0.200,180.0,4.000,81,880.0000,0.004214,-0.151443,1,0
0.200,180.0,4.000,88,1318.5102,0.072463,-0.115231,1,0
0.200,180.0,4.000,93,1760.0000,0.018964,-0.085248,1,0
0.200,180.0,4.000,96,2093.0045,-0.059649,-0.068319,1,0
0.200,330.0,0.050,21,27.5000,-0.000535,0.093237,1,0
0.200,330.0,0.050,33,55.0000,0.000016,0.095213,1,0
0.200,330.0,0.050,40,82.4069,0.000200,0.098684,1,0
0.200,330.0,0.050,45,110.0000,-0.000010,0.104023,1,0
0.200,330.0,0.050,52,164.8138,0.000096,0.122823,1,0
0.200,330.0,0.050,57,220.0000,-0.000028,0.164303,1,0
0.200,330.0,0.050,64,329.6276,-0.016920,0.020930,1,0
0.200,330.0,0.050,69,440.0000,0.000092,-0.115645,1,0
0.200,330.0,0.050,76,659.2551,0.000015,-0.030816,1,0
0.200,330.0,0.050,81,880.0000,-0.000009,-0.015119,1,0
0.200,330.0,0.050,88,1318.5102,0.000046,-0.006180,1,0
0.200,330.0,0.050,93,1760.0000,-0.000008,-0.003369,1,0
0.200,330.0,0.050,96,2093.0045,0.000102,-0.002356,1,0
0.200,330.0,0.150,21,27.5000,-0.000535,0.279552,1,1
0.200,330.0,0.150,33,55.0000,0.000015,0.284970,1,1
0.200,330.0,0.150,40,82.4069,0.000198,0.294382,1,1
0.200,330.0,0.150,45,110.0000,-0.000016,0.308603,1,1
0.200,330.0,0.150,52,164.8138,0.000014,0.355918,1,1
0.200,330.0,0.150,57,220.0000,-0.001074,0.442646,1,1
0.200,330.0,0.150,64,329.6276,-0.002881,0.006980,1,1
0.200,330.0,0.150,69,440.0000,0.004305,-0.282443,1,1
0.200,330.0,0.150,76,659.2551,0.000100,-0.089277,1,1
0.200,330.0,0.150,81,880.0000,0.000005,-0.044678,1,1
0.200,330.0,0.150,88,1318.5102,0.000048,-0.018434,1,1
0.200,330.0,0.150,93,1760.0000,-0.000007,-0.010076,1,1
0.200,330.0,0.150,96,2093.0045,0.000103,-0.007054,1,1
0.200,330.0,0.500,21,27.5000,-0.000537,0.925911,1,1
0.200,330.0,0.500,33,55.0000,-0.000016,0.925222,1,1
0.200,330.0,0.500,40,82.4069,0.000035,0.922133,1,1
0.200,330.0,0.500,45,110.0000,-0.000596,0.913276,1,1
0.200,330.0,0.500,52,164.8138,-0.003741,0.855094,1,1
0.200,330.0,0.500,57,220.0000,-0.013110,0.683134,1,1
0.200,330.0,0.500,64,329.6276,0.000943,0.002094,1,1
0.200,330.0,0.500,69,440.0000,0.018099,-0.302298,1,1
0.200,330.0,0.500,76,659.2551,0.003905,-0.214071,1,1
0.200,330.0,0.500,81,880.0000,0.001003,-0.127261,1,1
0.200,330.0,0.500,88,1318.5102,0.000203,-0.057730,1,1
0.200,330.0,0.500,93,1760.0000,0.000043,-0.032478,1,1
0.200,330.0,0.500,96,2093.0045,0.000122,-0.022970,1,1
0.200,330.0,1.000,21,27.5000,-0.000562,1.813776,1,1
0.200,330.0,1.000,33,55.0000,-0.000355,1.704472,1,1
0.200,330.0,1.000,40,82.4069,-0.001324,1.538583,1,1
0.200,330.0,1.000,45,110.0000,-0.003661,1.333420,1,1
0.200,330.0,1.000,52,164.8138,-0.008627,0.890466,1,1
0.200,330.0,1.000,57,220.0000,-0.009832,0.493185,1,1
0.200,330.0,1.000,64,329.6276,0.000264,0.001047,1,1
0.200,330.0,1.000,69,440.0000,0.008898,-0.186712,1,1
0.200,330.0,1.000,76,659.2551,0.009236,-0.222391,1,1
0.200,330.0,1.000,81,880.0000,0.005525,-0.172022,1,1
0.200,330.0,1.000,88,1318.5102,0.001567,-0.096266,1,1
0.200,330.0,1.000,93,1760.0000,0.000565,-0.058576,1,1
0.200,330.0,1.000,96,2093.0045,0.000387,-0.042687,1,1
0.200,330.0,4.000,21,27.5000,-0.002905,5.142168,1,0
0.200,330.0,4.000,33,55.0000,-0.005511,2.645068,1,0
0.200,330.0,4.000,40,82.4069,-0.004694,1.426364,1,0
0.200,330.0,4.000,45,110.0000,-0.003526,0.833487,1,0
0.200,330.0,4.000,52,164.8138,-0.001788,0.336468,1,0
0.200,330.0,4.000,57,220.0000,-0.000958,0.143155,1,0
0.200,330.0,4.000,64,329.6276,-0.000107,0.000262,1,0
0.200,330.0,4.000,69,440.0000,0.000268,-0.050383,1,0
0.200,330.0,4.000,76,659.2551,-0.000609,-0.083834,1,0
0.200,330.0,4.000,81,880.0000,0.018070,-0.091961,1,0
0.200,330.0,4.000,88,1318.5102,0.459093,-0.089037,1,0
0.200,330.0,4.000,93,1760.0000,-2.807185,-0.079037,1,0
0.200,330.0,4.000,96,2093.0045,-2.693014,-0.070678,1,0
0.200,660.0,0.050,21,27.5000,-0.000536,0.046372,1,0
0.200,660.0,0.050,33,55.0000,0.000017,0.046613,1,0
0.200,660.0,0.050,40,82.4069,0.000200,0.047018,1,0
0.200,660.0,0.050,45,110.0000,-0.000010,0.047601,1,0
0.200,660.0,0.050,52,164.8138,0.000098,0.049336,1,0
0.200,660.0,0.050,57,220.0000,-0.000010,0.052005,1,0
0.200,660.0,0.050,64,329.6276,-0.000003,0.061403,1,0
0.200,660.0,0.050,69,440.0000,-0.000028,0.082138,1,0
0.200,660.0,0.050,76,659.2551,0.227290,0.010467,1,0
0.200,660.0,0.050,81,880.0000,0.000092,-0.057805,1,0
0.200,660.0,0.050,88,1318.5102,0.000047,-0.015399,1,0
0.200,660.0,0.050,93,1760.0000,-0.000007,-0.007552,1,0
0.200,660.0,0.050,96,2093.0045,0.000102,-0.005097,1,0
0.200,660.0,0.150,21,27.5000,-0.000536,0.139097,1,0
0.200,660.0,0.150,33,55.0000,0.000016,0.139760,1,0
0.200,660.0,0.150,40,82.4069,0.000200,0.140872,1,0
0.200,660.0,0.150,45,110.0000,-0.000010,0.142468,1,0
0.200,660.0,0.150,52,164.8138,0.000096,0.147173,1,0
0.200,660.0,0.150,57,220.0000,-0.000017,0.154282,1,0
0.200,660.0,0.150,64,329.6276,-0.000085,0.177935,1,0
0.200,660.0,0.150,69,440.0000,-0.001072,0.221294,1,0
0.200,660.0,0.150,76,659.2551,0.261253,0.003491,1,0
0.200,660.0,0.150,81,880.0000,0.004319,-0.141195,1,0
0.200,660.0,0.150,88,1318.5102,0.000127,-0.044615,1,0
0.200,660.0,0.150,93,1760.0000,0.000006,-0.022319,1,0
0.200,660.0,0.150,96,2093.0045,0.000107,-0.015144,1,0
0.200,660.0,0.500,21,27.5000,-0.000536,0.462923,1,0
0.200,660.0,0.500,33,55.0000,0.000014,0.462902,1,0
0.200,660.0,0.500,40,82.4069,0.000191,0.462811,1,0
0.200,660.0,0.500,45,110.0000,-0.000039,0.462559,1,0
0.200,660.0,0.500,52,164.8138,-0.000067,0.461017,1,0
0.200,660.0,0.500,57,220.0000,-0.000596,0.456593,1,0
0.200,660.0,0.500,64,329.6276,-0.003796,0.427523,1,0
0.200,660.0,0.500,69,440.0000,-0.013138,0.341578,1,0
0.200,660.0,0.500,76,659.2551,0.000669,0.001047,1,0
0.200,660.0,0.500,81,880.0000,0.038712,-0.151173,1,0
0.200,660.0,0.500,88,1318.5102,0.004993,-0.107012,1,0
0.200,660.0,0.500,93,1760.0000,0.001013,-0.063590,1,0
0.200,660.0,0.500,96,2093.0045,0.000552,-0.045478,1,0
0.200,660.0,1.000,21,27.5000,-0.000538,0.921042,1,0
0.200,660.0,1.000,33,55.0000,-0.000012,0.906787,1,0
0.200,660.0,1.000,40,82.4069,0.000073,0.883662,1,0
0.200,660.0,1.000,45,110.0000,-0.000378,0.852155,1,0
0.200,660.0,1.000,52,164.8138,-0.001427,0.769238,1,0
0.200,660.0,1.000,57,220.0000,-0.003655,0.666686,1,0
0.200,660.0,1.000,64,329.6276,-0.008632,0.445251,1,0
0.200,660.0,1.000,69,440.0000,-0.010036,0.246622,1,0
0.200,660.0,1.000,76,659.2551,-0.000315,0.000524,1,0
0.200,660.0,1.000,81,880.0000,0.128663,-0.093382,1,0
0.200,660.0,1.000,88,1318.5102,0.090490,-0.111214,1,0
0.200,660.0,1.000,93,1760.0000,0.006160,-0.086000,1,0
0.200,660.0,1.000,96,2093.0045,-0.029369,-0.068560,1,0
0.200,660.0,4.000,21,27.5000,-0.000856,3.337786,1,0
0.200,660.0,4.000,33,55.0000,-0.002361,2.570970,1,0
0.200,660.0,4.000,40,82.4069,-0.004439,1.853917,1,0
0.200,660.0,4.000,45,110.0000,-0.005514,1.322582,1,0
0.200,660.0,4.000,52,164.8138,-0.004806,0.713239,1,0
0.200,660.0,4.000,57,220.0000,-0.003543,0.416787,1,0
0.200,660.0,4.000,64,329.6276,-0.001913,0.168257,1,0
0.200,660.0,4.000,69,440.0000,-0.001395,0.071589,1,0
0.200,660.0,4.000,76,659.2551,-0.005987,0.000131,1,0
0.200,660.0,4.000,81,880.0000,-0.180726,-0.025199,1,0
0.200,660.0,4.000,88,1318.5102,-0.198218,-0.041940,1,0
0.200,660.0,4.000,93,1760.0000,-1.792168,-0.046017,1,0
0.200,660.0,4.000,96,2093.0045,-1.665538,-0.046293,1,0
0.200,2000.0,0.050,21,27.5000,-0.000536,0.015260,1,0
0.200,2000.0,0.050,33,55.0000,0.000017,0.015268,1,0
0.200,2000.0,0.050,40,82.4069,0.000200,0.015283,1,0
0.200,2000.0,0.050,45,110.0000,-0.000009,0.015303,1,0
0.200,2000.0,0.050,52,164.8138,0.000098,0.015360,1,0
0.200,2000.0,0.050,57,220.0000,-0.000009,0.015442,1,0
0.200,2000.0,0.050,64,329.6276,-0.000002,0.015678,1,0
0.200,2000.0,0.050,69,440.0000,-0.000009,0.016023,1,0
0.200,2000.0,0.050,76,659.2551,0.000013,0.017091,1,0
0.200,2000.0,0.050,81,880.0000,-0.000010,0.018859,1,0
0.200,2000.0,0.050,88,1318.5102,0.000029,0.026608,1,0
0.200,2000.0,0.050,93,1760.0000,-0.004094,0.058672,1,0
0.200,2000.0,0.050,96,2093.0045,-0.552149,-0.072693,1,0
0.200,2000.0,0.150,21,27.5000,-0.000536,0.045779,1,0
0.200,2000.0,0.150,33,55.0000,0.000017,0.045803,1,0
0.200,2000.0,0.150,40,82.4069,0.000200,0.045842,1,0
0.200,2000.0,0.150,45,110.0000,-0.000009,0.045897,1,0
0.200,2000.0,0.150,52,164.8138,0.000098,0.046055,1,0
0.200,2000.0,0.150,57,220.0000,-0.000010,0.046279,1,0
0.200,2000.0,0.150,64,329.6276,-0.000003,0.046926,1,0
0.200,2000.0,0.150,69,440.0000,-0.000010,0.047866,1,0
0.200,2000.0,0.150,76,659.2551,0.000007,0.050720,1,0
0.200,2000.0,0.150,81,880.0000,-0.000043,0.055268,1,0
0.200,2000.0,0.150,88,1318.5102,-0.000908,0.072117,1,0
0.200,2000.0,0.150,93,1760.0000,0.485544,0.085786,1,0
0.200,2000.0,0.150,96,2093.0045,-1.911276,-0.040636,1,0
0.200,2000.0,0.500,21,27.5000,-0.000536,0.152571,1,0
0.200,2000.0,0.500,33,55.0000,0.000016,0.152571,1,0
0.200,2000.0,0.500,40,82.4069,0.000200,0.152570,1,0
0.200,2000.0,0.500,45,110.0000,-0.000010,0.152570,1,0
0.200,2000.0,0.500,52,164.8138,0.000096,0.152565,1,0
0.200,2000.0,0.500,57,220.0000,-0.000015,0.152551,1,0
0.200,2000.0,0.500,64,329.6276,-0.000030,0.152461,1,0
0.200,2000.0,0.500,69,440.0000,-0.000104,0.152208,1,0
0.200,2000.0,0.500,76,659.2551,-0.000529,0.150610,1,0
0.200,2000.0,0.500,81,880.0000,-0.002094,0.145868,1,0
0.200,2000.0,0.500,88,1318.5102,0.000942,0.114564,1,0
0.200,2000.0,0.500,93,1760.0000,2.798615,0.041862,1,0
0.200,2000.0,0.500,96,2093.0045,-3.505579,-0.013208,1,0
0.200,2000.0,1.000,21,27.5000,-0.000536,0.304969,1,0
0.200,2000.0,1.000,33,55.0000,0.000016,0.304452,1,0
0.200,2000.0,1.000,40,82.4069,0.000198,0.303596,1,0
0.200,2000.0,1.000,45,110.0000,-0.000014,0.302395,1,0
0.200,2000.0,1.000,52,164.8138,0.000072,0.299014,1,0
0.200,2000.0,1.000,57,220.0000,-0.000086,0.294319,1,0
0.200,2000.0,1.000,64,329.6276,-0.000350,0.281433,1,0
0.200,2000.0,1.000,69,440.0000,-0.000992,0.264301,1,0
0.200,2000.0,1.000,76,659.2551,-0.003474,0.221501,1,0
0.200,2000.0,1.000,81,880.0000,-0.006872,0.172993,1,0
0.200,2000.0,1.000,88,1318.5102,0.473813,0.084069,1,0
0.200,2000.0,1.000,93,1760.0000,0.761057,0.021952,1,0
0.200,2000.0,1.000,96,2093.0045,-0.010702,-0.006645,1,0
0.200,2000.0,4.000,21,27.5000,-0.000541,1.206235,1,0
0.200,2000.0,4.000,33,55.0000,-0.000058,1.165167,1,0
0.200,2000.0,4.000,40,82.4069,-0.000109,1.102752,1,0
0.200,2000.0,4.000,45,110.0000,-0.000794,1.025155,1,0
0.200,2000.0,4.000,52,164.8138,-0.002228,0.853809,1,0
0.200,2000.0,4.000,57,220.0000,-0.003935,0.689767,1,0
0.200,2000.0,4.000,64,329.6276,-0.005465,0.443097,1,0
0.200,2000.0,4.000,69,440.0000,-0.005388,0.290813,1,0
0.200,2000.0,4.000,76,659.2551,-0.004196,0.140798,1,0
0.200,2000.0,4.000,81,880.0000,0.190542,0.075707,1,0
0.200,2000.0,4.000,88,1318.5102,0.614848,0.024614,1,0
0.200,2000.0,4.000,93,1760.0000,-0.949185,0.005573,1,0
0.200,2000.0,4.000,96,2093.0045,-0.017700,-0.001665,1,0
0.350,20.0,0.050,21,27.5000,-0.000366,-2.932266,1,0
0.350,20.0,0.050,33,55.0000,0.000011,-0.406722,1,0
0.350,20.0,0.050,40,82.4069,0.000200,-0.167239,1,0
0.350,20.0,0.050,45,110.0000,-0.000009,-0.091379,1,0
0.350,20.0,0.050,52,164.8138,0.000098,-0.039955,1,0
0.350,20.0,0.050,57,220.0000,-0.000009,-0.022279,1,0
0.350,20.0,0.050,64,329.6276,-0.000002,-0.009879,1,0
0.350,20.0,0.050,69,440.0000,-0.000009,-0.005535,1,0
0.350,20.0,0.050,76,659.2551,0.000013,-0.002463,1,0
0.350,20.0,0.050,81,880.0000,-0.000009,-0.001381,1,0
0.350,20.0,0.050,88,1318.5102,0.000046,-0.000615,1,0
0.350,20.0,0.050,93,1760.0000,-0.000008,-0.000345,1,0
0.350,20.0,0.050,96,2093.0045,0.000103,-0.000244,1,0
0.350,20.0,0.150,21,27.5000,0.008258,-7.415670,1,1
0.350,20.0,0.150,33,55.0000,0.000041,-1.203290,1,1
0.350,20.0,0.150,40,82.4069,0.000204,-0.499064,1,1
0.350,20.0,0.150,45,110.0000,-0.000007,-0.273365,1,1
0.350,20.0,0.150,52,164.8138,0.000098,-0.119721,1,1
0.350,20.0,0.150,57,220.0000,-0.000009,-0.066793,1,1
0.350,20.0,0.150,64,329.6276,-0.000002,-0.029628,1,1
0.350,20.0,0.150,69,440.0000,-0.000009,-0.016603,1,1
0.350,20.0,0.150,76,659.2551,0.000013,-0.007388,1,1
0.350,20.0,0.150,81,880.0000,-0.000009,-0.004144,1,1
0.350,20.0,0.150,88,1318.5102,0.000046,-0.001845,1,1
0.350,20.0,0.150,93,1760.0000,-0.000008,-0.001035,1,1
